stemming,sentiment_label
logo stuck samsung tidaklaxy s22,negative
hi today access application application stuck screen page anyone problem,negative
suddenly unable open stuck banner logo,negative
jelek banget buka pakai jutidak buka kecewa,negative
app working properly rebooted still stuck sorry say helpful enough,positive
hi problem download app still havent make log app hope developer fix quickly thank,positive
days app downtime along reputation used millions yet never priority channel voucher expired today unused balance double thumbs might consider never use app atidakin,negative
open starbucks apps anymore fix still amount app,negative
maintenance berhari2 buka app,negative
hard opeen,negative
aplikasi gk pakai reward mw redeem reward pake kartu fisik jutidak ngk bs,positive
buka bad app,negative
open apps,negative
aplikasi buka,negative
please fix system use card reward,positive
ngtidak login reward ngtidak kepake ssudah expired gmn kah appnya,positive
downloading couldnt open fix bugs pls,positive
suddenly use app please fix,positive
eror,negative
hey app didnt work since yesterday nov,negative
error gbs buka uang dalem rewardw expired,negative
always crash,negative
kenapaaa yaaa aplikasi buka loading warna ijo logo starbucks doang internet kenceng helppp,negative
open app wait 10min stil loading try restart reinstall,negative
broken app many problem,negative
app even load pass starbucks logo,negative
tidakbisa dipake,negative
aplikasi banget loadingnya ngebuka kemarin jutidak sempet error saldo kyknya star rewardnya jutidak nambah ngecek appsnya bosen nungguin buka,negative
open app wont even reach menu waited around minutes still wouldnt open menu stuck loading screen green screen words starbucks rewards first thought slow old phone even new phone still thing,positive
great time using app lately ive trying open app still stuck loading screen since yesterday kindly fix please,positive
currently server open app use card days still havent repair,negative
app stuck starbucks logo ive reinstalling view times app still doesnt work please fix,negative
stuck logo screen,negative
gk bs login,negative
use apps please fix update stars review,positive
abis donlot open trus freeze apa2 lbh stay line de skrg apa2 bikin app,positive
app always hang started every time please fix,positive
apllications stuck starbuck logo minutes open uninstall reinstalling jot solve problem think way hold customers earning points good job,negative
app version installed phone still stuck opening screen minutes totally make payment app since nov ive deposit ecard use store lol,positive
open apps,negative
produk mahal aplikasi sampah duit dalem tidakbisa buka,negative
fix app,negative
load android since yesterday frustasting want purchase check rewards,positive
app keeps stuck opening logo even proceed menu,negative
aplication responding use money still,negative
starbuck reward apps use last day indonesia,positive
open starbucks app stuck logo,negative
nambah reward offline,positive
omg open,negative
appnya ssudah baik sentidakja banget kecewa,negative
fail load since yesterday please fix,negative
open app hell going,negative
open app today stopped first landing page thats itno menusno picturesno promosnothingplease fix,negative
stuck open,negative
open app please fix,positive
gimana sih aplikasi gk buka tolong developer nya kembaliin aplikasi udh top aplikasi gk buka jarintidakn internet ku kenceng,positive
first app working normally seem open app always stuck splash screen supposed use card even open app,negative
days aplication,negative
open,negative
log,negative
please application opened phoneand tried another phonesits whats going glad let know fix asap,positive
maintenance krn tidakbisa masuk stuck tampil logo starbucks gede mohon cek thanks,positive
get inside app stuck waiting long said starbucks rewards,positive
im stuck first loading screen already try unistall twice,negative
app wont open loading use balance juat find another coffee shop guess,negative
error tidakbisa buka,negative
starbucks card nya ssudah ntidak pake jg ntidak pake duit masuk ntidak pake bayang bank ssudah ojk starbucks usaha loh emang sistem fintech nya blom siapmemadai tolong jual,negative
much error screen stuck starbucks logo enter inside apps,negative
can not open app since updated latest version,negative
hi app unable even enter menu,negative
worst app wont open need make payment embarrassing experience nov 3rd thing happened atidakin login takes long eventually paid using credit card couldnt use reward lost points purchase,negative
eror tangtidakl november november eror baik buang starbuck,negative
stuck starbucks logo loading screen previously problem can not use apps,negative
yo happen last update keep showing logo screen nothing,negative
kadang lot buka ap nyatolong baik atidakr antri entidak macet,negative
app got stuck front page ive tried rebooting reinstalling nothing happened,negative
laggy,negative
fixyourapp error open happens often,negative
wont open edit access hours 2nd edit tumbler day open need itapieoples money,negative
even open app keeps loading,negative
excellent,positive
aplikasi responshipdan user friendly bugs sistem aplikasinyadan maps tampil gerai starbucks akurat titik lengkap gerai ny tolong baik sistem backhand fronthand nya kasih bintang dlu,positive
app daftar hartidak makan minum ya serta promo minum hartidaknya ukur aja grande tall,negative
kacau ble starbucks malu maluin,negative
top using virtual account took long wait 15mins balance get updated,positive
registering access account phone number used registered,positive
starbucks need fix choose store detection search starbucks stores medan exact location medan im outside medan shows starbucks stores jakarta also seems like app used user come directly stores can not used asked somebody pick order im away cities doesnt starbucks stores,positive
sign aja masalah hp verifikasi pake otapi eh pas klik sign ngtidak tulis kode otapi salah verifikasi invalid aneh banget ngtidak,negative
top via virtual account terkadang jam masuk balancenya loading masuk aplikasi menu menu card jutidak diimprove ada aplikasi santidakt bantu lihat balance rewards transactions top manage cards etc,positive
please fix app working since yesterday,positive
informatif aplikasi fokus ecard liat menu foodbeverages nya jutidak,negative
even let signing,negative
disabled copy paste function crazy make deficult create id password otapi bad apps,negative
nothing store karawang city order please,positive
declined mele account premium masalahinvestitidakte fast,negative
scam promo signin always wrong password want change password dosent sent email verif login use phone number scam want data phone number hahahahahaha isnt starbucks starsucks hahahaha,negative
promo 10rb viral tiktok pas dtg k sbux promo eh gk bs musti topup 100rb aktivasi sbux ciplaz jatinetidakra,negative
santidakt aneh pake nomor telpon email tidakbisa sign beli kartu ujung2nya saran barista unforgettable email bantu,negative
apps messed slow bad connection always,negative
slow response app,negative
hehehe mantap tidakn paket ceban,negative
please fix thisits getting slower get,positive
slooooow loading uiux design lame could better tbh fell asleep waiting screen load experiencing error times send otapi code confirm spend minutes register step dissapointing,negative
app can not open needs,negative
top aja susah banget mending usa bikin aplikasi bikin microsite aja nyusahin iih updates bagus isi deh bayar loadnya banget ngerasain ntidakntri les bangeeet brand belah buka web cepet banget ya rewardnya sbux reward oke digunain tolong deh beneran benah dikit abis load card inactiveinactive apa oramg mas pakai mingg ngopi emosi,positive
mgk bug install samsung note10 lamaaaaaaaa banget loading nya pdhl usa cek speed internet amanuda coba clear cache datatetep lamaaa banget loading2 nya,positive
input tangtidakl subscribe,negative
bad experience ui ux suka error top proses banget store dekat akurat loyalty point reward suruh software housenya app bener niat pake reward eh aplikasi bapuk banget,positive
reward minum gratis email atur isi ulang voucher reward kasi langsung ya,positive
always fail sign otapi invalid starbuck prime brand please make application working properly shame,negative
beli kartu dr toko coba nge add kartu dg masuk card number pinpasscode gesek pake koin ssudah logout uninstal reinstall,positive
bad user interface took mute figure pay,negative
otapi work still sign app keeps telling registration failed emailphone number already existing even though didnt account pls fix,negative
can not add new card dont see benefit using app can not simple things,negative
sent email claim free tall beverage installing starbucks app havent use app installed went nearest sbux offline store barista said can not claim reward card inactive told pay idr 100k bought new sbux card use reward called beverage free meanwhile need pay uninstall,negative
signups internal error email masuk pas login bilang salah password,negative
cool,positive
good looks see balance rewards takes looooong time show pages getting better years first review,positive
previous problem fixed latest version,negative
otapi didnt send phone number idk,negative
sign app wont send otapi even ive tried many times,negative
change personal details name favourite beverage starbucks premium,negative
even create account said email phone number already exist funny used different phone numbers different email addresses,positive
can not login even though got email password right,negative
app error top gk isi trus gk,negative
never dissapointed,negative
bad app waiting otapi code day slow u must try hard new sign,negative
top take mute,positive
always works interface improving love every bites,positive
bug order store location nearby store different province fix pls,positive
wow rewads,positive
can not open app forever loading even reinstalling can not use sbux card went another cafe,negative
register phone number sign email,positive
ngtidak login starbuck apps bom daftar tolong bantu,negative
pnya reward pas ditukerin eh 22nya ilang hrsnya msh sisa nih balikin woy kupon reward gue,positive
log sign recieve email authorization,negative
ok,positive
otapi error wasting time amateur dev,negative
can not sign,negative
fantastic,positive
app simple good dont know update done can not add money one use app,positive
hilang top virtual bank bri,positive
always pending,negative
concern suggestions fix load time opening app transition menu app still slow loading using wifi enough memory phone add button clear notifications order menu store menu redundant take one menu change useful feature,positive
current month transaction updated suddenly lost balance reported problem barista said report jakartas headquarter time asked leave contact number contact information week dont receive information came atidakin said server maintenance transaction didnt solve problem,negative
good app coffee holic like,positive
expect starbucks app bad slow loading low fps bad ui,negative
new update somehow performance bad takes login move another menu transaction,negative
latest update check card transaction current month please fix asap,positive
keeps saying otapi invalid bug,negative
app embarrasses users due long loading time please improve back end systems,positive
last updates app became annoying checked last month transaction current month latest update made worse everything extremely slow need wait quite long time want pay transaction kept loading home page told barista wait opened want either check balance rewards anything loading time long connection wasnt issue open app easily,positive
difficult open apps update keep loading talked barista tidakve trick printscreen barcode used used check reward,positive
app really make sick always loading opening app thought phone troblem already restart couple times yet still,negative
app many bugs difficult sign buffer everytime try open app,negative
lola masuk aplikasi aja banget koneksi lancar jaya dibenerin kalo buruburu cek saldo top keburu males duluan,positive
slow respond chatkontak starbuck,negative
even sign,negative
otapi bad never coming otapi sucks,negative
aplikasi sjauh ssudah baik versi versi tingkat fitur2 bantu guna atidakr bantu guna,negative
sign process terrible ive signed sign button responsive,negative
easy use,positive
loading unberably slow even open app topped card,negative
update ngtidak buka,negative
apps slow clicking almost menu get buffering screen mute,negative
ui sucks,negative
feature fungsi normal update,negative
aja starbucks eh abis install error topup tunda error message null checkup,negative
open app latest update displaying connect network please fix soon since used payment longer use physical card anymore thank,positive
excellent,positive
great,positive
new update bad android ios version application runs slow ex trying show pay barcode refresh balance ios interface updating profile details messed,negative
versi baru hang ya buka loadingmuter aja,negative
nice,positive
full power,negative
easy use,positive
log otomatis stlh isi password tgg kode otapi via email ribet tdk bs top dgn cc,positive
tidakbisa login mulu,negative
kadang2 susah login lupa passwordno user friendly improve pls,positive
good,positive
clear,positive
can not login always error,positive
got error confirm passcode signing,negative
tidaktau aplikasi lot pake mobile data ksrtu halo pake wifi jg tetep load cek browser aman2 aja lot internet tolong oerbaiki biar baik bintang,negative
good,positive
easy,positive
sucks,negative
took long time update,negative
eah easy happy,positive
pretty helpful love layout getting even better since day let us topup card app,positive
nice apps please add fingerprinttouch idface id,positive
connect network,negative
ease,positive
nan,negative
love starbucks coffee system fun good members meeting working chitchat friends choose starbucks meeting place,positive
want edit profile fill phone number broken already register come,negative
slower apps multiple sign use payment,negative
new update made unable top bca va,positive
go d apps easy use minimum rewards short time limit use rewards,positive
user interface experience better ex design message boxes transition scrolling aint smooth static content wise good already,positive
get information,negative
nice app,positive
run great update,positive
easy manage use epayment rewards good,positive
best,positive
suka buka,negative
mantaaap,negative
loadingnya senewen,negative
best best,positive
access app right software update realme rmx c please help update stars right problem solved thank,positive
need relogin send otapi checking email every single time open app irritating,negative
enjoy free coffee reward,positive
sign,negative
login input passcode spinning loading nothing happened tried reinstall problem persist please fix,negative
yesterday june app ruined whole day already front cashier app become stuck insert pin log install result lost break time work buy cup coffee due bug app shame,negative
apps lot banget cuy,negative
previously app smooth latest versionit sucks enter main menu stuck opening screen,negative
good,positive
nice make life great,positive
eror,negative
great app,positive
finished sign process anything stuck front pagethe page starbucks shop image,negative
install join sign masukin kode otapi tidaktidakl muluk buka email info otapi lg k app dr masukin email n password gitu muluk smp 7xgive upuninstall,positive
even open app keep shows green starbucks reward wont go anywhere,positive
two month use app run smooth today thursday app can not run stuck sb logo several minutes already reinstall restart smartapihone use wifi instead mobile network figure happened can not use balance sb card pay transaction dont physical sb card,positive
layar freeze check play store ssudah date mohon fixing,positive
even open app first downloaded tried couple times even restarting phone still doesnt work,negative
can not open apps already tried restart phone nothing happened wrong,positive
wont log created account problem get invalid username password try log,negative
please add cimb niatidak choice want top,positive
even can not sign,negative
app ntidakjak ribut org wifi kenceng bilang tidakda koneksi mulu log sbux web dah tingtidakl add card bilang salah password mulu,negative
sign account tidakada coba sign akun berkali2 bilang kl email password salah tidaknti pass jutidak need helpp,negative
problem app runs smoothly,negative
starbucks app really best multibillion dollar company can not even login account tapped sign thousand times still can not log email password right connection adequate cache cleaned app updated newest version yet still can not login dissapointed starbucks indonesia,positive
whats point app even log account,negative
create pass codeit says internet connection dont believe big brand like makes major mistake like,positive
loading long log,negative
order aplikasi maps nya lari mulu kota,negative
nyari menu aja susah banget flownya rada susah liat menu masuk tab order,negative
bad app otapi invalid mulu pas sign,negative
aplikasi rusak nih masukin passcode bilang salah alhasil login reset passcode email tolong baik bug error,negative
really makes sad finished joining app open im sick,negative
please update keeps getting stuck loading,positive
oke,negative
confirm passcode keeps saying internet meanwhile internet really good,positive
rubbish,negative
tidakbisa dipake,negative
login join invalid usernamepassword reset password ulang kali cek email email masuk please fix,positive
account fine tried login via website app log issue ive tried uninstall install app several times yet still didnt work,positive
much difficulty trying login months ago still login around attemps says password email invalid wow nice job improving app least dont wait otapi anymore,positive
inbox message ditambahin utk hapus inbox muncul ulang ulang hilang,negative
gim me back star,negative
greta apps,negative
awesome apps keeps saying ive entered wrong otapi code copied pasted code email even login,positive
login times,negative
dpt reward loqi barang gk ckckck level ubah dr gold green kacau jgn top banyak2 tidakes top jg bintang gk masuk,positive
many complaints application improvement yes log since month ago like users,positive
etik passcode dentidakn cepat sebal biasa etik passcode dentidakn cepat,negative
even login said invalid usernamepassword password ive changed sec ago,negative
everyday harder use first login fingerprint nice one time digit code ok write code least times every time pay,positive
appsnya bagus jutidak lancar,negative
login,negative
good,positive
nan,negative
could login application even pressing button couple times reinstalled still could login,negative
error need pay,negative
ribet bayar 2x pin top bca nomor virtual account tidaknti2 aplikasi nya mempermsudah sulit,positive
complicated always need accesa location previously need input passkey make payment need twice even unintentionally pressed back button,negative
inbox always keep unread even already read,negative
lmao wont even let uninstall app,positive
lokasi muncul,negative
love,positive
otapi kirim email otapi ngisi,negative
tolong loading nya lambat start menu pay tolong dioptimize rate diupdate kalo loadingnya cepet,negative
love sb love old design sb card old card renew sb card design apps mistake main menu store menu correct location order menu bring another city 500km location pls fix,positive
even click sign many bad review yet fixing apps losing loyal customer soon,negative
tidakbisa masuk aplikasi pdhl daftar masukin passcode loading doang,negative
registrasi tulis email nohp ssudah daftar daftar coba forget password muncul notif invalid user,negative
great coffee,positive
fix ui please lot giants inside eyes feel unpleasant,negative
worst app fake voucher,negative
stupid app,negative
otapi pesan error masuk register sukses pas login salah emailpassword gilir reset masuk email login blokir,negative
bolak tulis internal server error,negative
sign register forgot password,negative
please fix inbox notification issue messages went unread atidakin whenever scroll balloon notification wont disappear,positive
ssudah aplikasi starbucks buka smartapihone tulis muncul mentidaktakan internet connection aplikasi2 lancar ssudah diupdate versi baru ssudah coba clear data aplikasi login ulang masuk pascode langsung muncul tulis internet connection gimana sih,positive
even see recent transaction using app app useless,negative
join otapi invalid ulang email ssudah daftar login error payah,negative
lots promo,negative
couldnt order nearest starbucks town seems location doesnt works,negative
kendala login aplikasi henti masuk aplikasi registrasi card ssudah input nomor dentidakn,negative
can not find nearby store town even though plenty starbucks coffeshop app showing jakartas ones places shame,negative
nice,positive
awwz,negative
please fix otapi tried many times always failed registration thanks,positive
otapi code sent,negative
aplikasi fnb ribet sejarah daftar susah paswordnya aneh respon lot pesan lokasi pilih jakarta bandung gin nih orang amatir kasih percaya aplikasi nyesel uninstall deh buang2 memori,negative
minum sedap,negative
persistent internal server error since installing app week ago unable sign sign,negative
even generate otapi trying log yes email correct says verification sent email ive checked mail including spam none months without fix nice update,negative
login several times input verification codes none works please kindly advise,negative
stupid app really wasting time,negative
sampah login daftar,negative
sign said enter passcode always fail,negative
ribet bgt daftar nyaa haduuu,negative
tidakbisa masuk,negative
tidakbisa login,negative
login,negative
payah mw login ambil otapi email pindahin email restat lg apps nya aja kaya gitu sampe ayam ayam penyet,negative
good,positive
sign sorry application bad,negative
login internal server error,negative
bad server error,negative
sux,negative
ni si server error forgot password pas masukin emial registered nya tidakbisa bikin account tidakbisa input password sayang banget akun udh poin,negative
use transaction card selected inactive,negative
login daftar,negative
males apps isi form register aja ribet kolom mesti isi beli kopi doang loh,negative
masuk aplikasi loading pas masukin pin,negative
keep saying internal server error,negative
always love tumblr designs promo every thu month,positive
can not even login null error keep popping,negative
sign even trying much time,negative
sign,negative
error mulu daftar,negative
always error internal server error,negative
sign,negative
can not login,negative
login bener email passwordnya invalid terus,negative
rugi saldo tarik min top 100rb kartu e money ny inactive beli starbak ny rugi doble,positive
worse apps kelas starbucks login susahbegitu masuk otapi error bikin pascode error,negative
hard login,negative
log,negative
confirm pin,negative
lot bgt aplikasi,negative
bye opened said something went wrong,negative
register stuck,negative
internal server error,negative
dont even bother make app guys even maintain server solid star,positive
internal server eror,negative
buruk sign tulis internal server error,negative
daftar server error gilir daftar pas login ntidak sampe akun blok menit ya ssudah blok aja,negative
can not add card annoying,positive
applikasi release service internal error mulu,negative
hasil login internal server errorsorry kasih bintang,negative
even log says internal server error need help log,negative
gbisa login dri kmarin,negative
can not login loading,negative
signup,negative
terrible app wqs forced upgrade upgrade always failed despite everything okay phone,negative
notttttttt,negative
easy way use top,positive
adorable,positive
kali suruh login season expiredyang bener aja annoying banget,negative
good useful apps,positive
luv easy friendly app well rewards promotions,positive
great,positive
annoying make payment using app biometric support multiple authentication required least u wan apply multiple auth enable biometric support ie fingerprint option,positive
always loves rewards,positive
would easier finger print verification login vpayment security cause im quite afraid type digs pin public,positive
always force close,negative
good apps,positive
keep getting otapi code matter many times tried,negative
use app anymore keep giving network notification full bar 4g network tried clear cache data still working,positive
connect reason deserves star,negative
open app seems says connection always asking turn location used wifi reinstalled stay,negative
always stuck log screen used several device reset password still can not log,negative
connect network always,negative
app connect data cellular please fix thanks,positive
need reinstall everytime open app,negative
tutup aja aplikasi bikin,negative
open app useless app,negative
app crash often random log log back yes typed correct email password app simply loops loading screen started think every update actually lowers app quality,negative
good rubbish impossible remember password connection running wifi 4g reset password nightmare end blocked minutes exceeded max attempt number first every payment must input password like million dollars account uncomfortable use disappointed,negative
open app always says theres connection found whether im airplane mode please fix,positive
aplikasi jam pagi jam malam connect network,negative
open app support never root jailbrake phone app keep saying open last update open although uninstall install atidakin still open,positive
ribet banget boss daftar aplikasi ngopi doantidakn kalah aplikasi banking ck ck ck,negative
nan,negative
jelek banget g log,negative
phone doesnt meet software standard goodbye starbucks,negative
couldnt use apps pls fixed asap,negative
click join request otapi didnt send otapi even repeated many times,positive
kirim otapi kali kirim tidaknti otapi mustahil login,negative
try sign really say number already registered even though havent even sign,positive
worst apps sign,negative
didnt received otapi code,negative
open app latest update connect network airplane mode signal fine,positive
apps bangkeerror mlulu,negative
doesnt work,negative
sign email join phone number already registered,positive
verry delliciius,negative
connect network bae plis katidak nyuruh email cs benerin aja app asap,negative
good,positive
could pay gopay ovouseless,negative
log account ive trying weeks reset password multiple times everytime entered right password said username password incorrect pls fix thx,positive
nice easy used,positive
still apps working resolved still showing connection missout rewards accumulated,positive
sign,negative
open app past months connect network,negative
engtidak login device huawei,negative
open app keep saying connection found data connected wifi already reinstall problem still hope could fix thank,positive
bikin akun nya aja ribet pasword kali tetep bisapayah payahmahal doang,negative
rubish,negative
saw progress reset password uninstalled apps internal server error disappear,negative
keeps sayig connect network,negative
gives lot promos benefits,positive
really dissaponted asked politely changed phone number can not add new card well phone number stolen customer service named firman giving solution mocking words like idk run app done talked rude cs member since many years treated like wow bad come u can not changed ur phone number app,positive
ive already registered account everytime try log detected,negative
update theyve fixed bug changed rating,negative
internal server error try sign fix,negative
internal server error sign hahaha promo get member scam aplikasi benerin instagram jutidak direspon kalo keluh comment tuh komplain internal server error,negative
registered got internal server error go app click forgot password follow steps login username new password working,negative
new update make text disappeared ui,negative
open app weeks keeps showing connect network tried uninstall reinstall problem still exist app needs serious update disappointing,negative
fail registration internal server error,negative
join successfull login 3x attempt failed n said blocked,negative
sign tidaknti password,negative
press signin button enter user id password uninstalled reinstalled changed password button works except button signin press doesnt even click annoying,positive
can not sign always like internal server error,negative
best reward althought minor difficulties overall enjoy service,positive
sessudah nyata sukses registrasi login internal server error pake jarintidakn data wifi dilock akun karna 3x coba masuk akun hell,negative
even sign,negative
trying sign keeps saying internal server error,negative
login registration keep showing internal server error trying login,negative
aplikasi parahsudah register login responnya internal server errorssudah uninstall install ulang ttapi kelas starsbucks develop aplikasi proper,negative
sign account always said internal network error,negative
dont know friend wants try register new member time already registered twice different email didnt working sign said internal server error disappointed us also use internet kuota connect network must connect wifi sigh annoying please help fix,negative
open app keep showing connect network ive tried reinstall clear data keep showing page,positive
log internal server error repeatedly,negative
error,negative
can not login 4g lte connection latest update login via wifi connection im using tri sim card mobile data apps works fine except one,positive
internal server error,negative
internal server error,negative
log internal server error,negative
ntidak log,negative
register new account sign internal server error always pop whenever tried sign,negative
internal server error time latest version please fix claim promo,negative
open apps help,positive
ribet kali sign webnya hrs cek kode otapi kirim via email,negative
upselling good business ordering drinks every answer yes much want extra shot would like ice cream ice coffee want change milk plant based please regular know already bout extra need ill ask especially rest area need gey coffee fast able back road,positive
good service,positive
disappointing update happen app can not even click sign typed ny email password emailpassword typed click sign button emailpassword typed doesnt respond anymore bug,negative
halo starbucks app ya login kudu pakai wifi tidakbisa pake mobile data repot lg bwt ngecek saldo rubah nilai kaya gin,negative
open apps always said connect internet pretty sure internet fine still open apps starbucks also uninstalled install still use,positive
error even login says network error course true please fix issue,negative
love please th plannernya lg ya,positive
good job fixed annoying trying enter passcode entering one number cursor always lost focus need tap next input enter next number please fix,positive
working fine samsung device xiaomi device unable signin respond event signin button pressed many times bug still persists,positive
still open new version dude long till app fixed please something,positive
login goblokkkk,negative
problem fixed works perfectly thank,positive
cool,positive
uselful informative,negative
can not login update frequent user speaking,negative
open app atidakin update says app supported onrooted jailbroken device,positive
done register,negative
latest update finally crashing problem opening app solved,negative
still need improvement easy usage,positive
helpfull,negative
last update scam,negative
works fine updated data mute transaction smooth transaction time,positive
loggin update,negative
sign apps performance isnt good,negative
latest version log try change password still dont work,negative
aplikasi error ssudah dipublish input utk login sdh masuk email pass invalid userpass coba 3x reset pass aja biar cepet wasting time buka email reset dr link kirim sbux reset sukses login msh error paraah,negative
login apps reset password also login fixed issue please,positive
difficult understand especially password things problem ot none starcbuck staff many outlets could help years cards could ever enjoy benefits,positive
trouble sign invalid username password already reset password several times still log see lot people experience thing problem guess last update good,negative
sucks open app,negative
login latest update,negative
simple petfect app,negative
sucks tryin log update apps always said wrong password username already forgot pasword still,negative
reinstalled new version several times either complaining cs still didnt get solution sucks,negative
login type email pass loading got otapi email app still loading internal server error pops,negative
facing bugs every update inconvenient,negative
new update log account luckily always keeps barcode tidaklleryit sucksplease fix,positive
app sucks keeps logged reason also pin entry annoying,negative
app created buch underpaid overated outsourced interns bad ui keep crashing super lag etc,negative
please update app login last update,positive
starbucks,negative
love,positive
hi couldnt open apps update please solve issue guys fix change stars,positive
failed login update said username password invalid able login via starbucks website,negative
great apps good,positive
wow,positive
works quite well delivers promise mainly preferred method cashless payment three stars till pet peeve addressed fact turn shake pay feature every darn time get logged app therere things called permanence local storage android know guys random logouts understand resetting every darn time come new version w2 july brings even lower,positive
open app updated app,negative
update login error messages internal server error please fix,negative
update app couldnt login update sent email reset password emails come inbox dont know call disappoint much,positive
internal server error geez,negative
update open apphelp asap,negative
even open app,negative
ngtidak login hello strabucks update parah,negative
definitely feel accommodate aging customer like everything bigger bigger font bigger logo,positive
update even open app green screen shown disappear phone screen back home,negative
gmn update crash trs,negative
latest update make apps always force closed opened,negative
even open app whats going new version,negative
load update open apps please fix asap,positive
crash instantly green loadout screen please fix thanks lot,positive
parah buka aplikasi update reward,positive
even open app new update please fix,positive
even open app update happen,negative
even open app please fix,positive
error apps,negative
update even open app without force close uninstall reinstall stuck,negative
latest updated version failed opened kindly please fix problem thank,positive
even open app please fix immediately,positive
bs login force closed abis update yaaahh gmana,negative
update app open,negative
tried update apps apps keep crashing please fix asap,positive
please fix ntidak login trus payah,positive
versi ok dr kmrn tgl july lig parah,positive
aplikasi errorrrrrrrrr trussssudah uninstal trus instal ulang berkali2 tetep errorrrrrrrrrrrniat gx sehh,negative
login open app update even phone specs flagship,positive
latest update make app keep crash click login anymore,negative
tried new update app turned trash application can not opened,negative
updated morning suddenly app keep closing nott log app fix ill back stars,negative
updating apps can not opened even reinstalled atidakin didnt work,negative
new update even open app please fix crash,negative
think previous versions appearance way better dont like gitidaknticfontsize everything look like mess,negative
even sign error always happened clicked sign,negative
login top huhu,positive
top masuk butuh bbrp baik mohon baik servis appnya,positive
new ui version reward page shake pay feature shows black screen,positive
login please fix,positive
login,negative
uda press send otapi kali otapi,negative
wont send otapi,negative
dont get theotapi,negative
bagi enter passcode ketik angka keyboard nya turun cape tap kotak pin nya ngetik,negative
6x input manual pin bisakeyboard auto disable input angka overprice coffee trash app,negative
sign process suck fast wifi connection app keep loading worst impression,negative
good,positive
sign,negative
session expired login page doesnt send otapi code email,negative
used delivery payment,negative
event reach home page,negative
useless even properly send one verification code registered email matter many times press retry login use starbucks physical card whats use,negative
getting worse server error can not login,negative
swear god amateur app ive ever used useless app ever period,negative
can not join,negative
tried many time sign always failed notification pop registration failed also tried use mail address working think fix bug use starbucks card app useful hmm,negative
tolong proses login msudah aman sensor biometrik konfirmasi kode sms wa,negative
keeps saying otapi invalid bug,negative
app embarrasses users due long loading time please improve back end systems,positive
last updates app became annoying checked last month transaction current month latest update made worse everything extremely slow need wait quite long time want pay transaction kept loading home page told barista wait opened want either check balance rewards anything loading time long connection wasnt issue open app easily,positive
difficult open apps update keep loading talked barista tidakve trick printscreen barcode used used check reward,positive
app really make sick always loading opening app thought phone troblem already restart couple times yet still,negative
app many bugs difficult sign buffer everytime try open app,negative
lola masuk aplikasi aja banget koneksi lancar jaya dibenerin kalo buruburu cek saldo top keburu males duluan,positive
slow respond chatkontak starbuck,negative
even sign,negative
otapi bad never coming otapi sucks,negative
aplikasi sjauh ssudah baik versi versi tingkat fitur2 bantu guna atidakr bantu guna,negative
sign process terrible ive signed sign button responsive,negative
easy use,positive
loading unberably slow even open app topped card,negative
update ngtidak buka,negative
apps slow clicking almost menu get buffering screen mute,negative
ui sucks,negative
feature fungsi normal update,negative
aja starbucks eh abis install error topup tunda error message null checkup,negative
open app latest update displaying connect network please fix soon since used payment longer use physical card anymore thank,positive
excellent,positive
great,positive
new update bad android ios version application runs slow ex trying show pay barcode refresh balance ios interface updating profile details messed,negative
versi baru hang ya buka loadingmuter aja,negative
nice,positive
full power,negative
easy use,positive
log otomatis stlh isi password tgg kode otapi via email ribet tdk bs top dgn cc,positive
tidakbisa login mulu,negative
kadang2 susah login lupa passwordno user friendly improve pls,positive
good,positive
clear,positive
can not login always error,positive
got error confirm passcode signing,negative
tidaktau aplikasi lot pake mobile data ksrtu halo pake wifi jg tetep load cek browser aman2 aja lot internet tolong oerbaiki biar baik bintang,negative
good,positive
easy,positive
sucks,negative
took long time update,negative
eah easy happy,positive
pretty helpful love layout getting even better since day let us topup card app,positive
nice apps please add fingerprinttouch idface id,positive
connect network,negative
ease,positive
nan,negative
love starbucks coffee system fun good members meeting working chitchat friends choose starbucks meeting place,positive
want edit profile fill phone number broken already register come,negative
slower apps multiple sign use payment,negative
new update made unable top bca va,positive
go d apps easy use minimum rewards short time limit use rewards,positive
user interface experience better ex design message boxes transition scrolling aint smooth static content wise good already,positive
get information,negative
nice app,positive
run great update,positive
easy manage use epayment rewards good,positive
best,positive
suka buka,negative
mantaaap,negative
loadingnya senewen,negative
best best,positive
access app right software update realme rmx c please help update stars right problem solved thank,positive
need relogin send otapi checking email every single time open app irritating,negative
enjoy free coffee reward,positive
sign,negative
login input passcode spinning loading nothing happened tried reinstall problem persist please fix,negative
yesterday june app ruined whole day already front cashier app become stuck insert pin log install result lost break time work buy cup coffee due bug app shame,negative
apps lot banget cuy,negative
previously app smooth latest versionit sucks enter main menu stuck opening screen,negative
good,positive
nice make life great,positive
eror,negative
great app,positive
finished sign process anything stuck front pagethe page starbucks shop image,negative
install join sign masukin kode otapi tidaktidakl muluk buka email info otapi lg k app dr masukin email n password gitu muluk smp 7xgive upuninstall,positive
even open app keep shows green starbucks reward wont go anywhere,positive
two month use app run smooth today thursday app can not run stuck sb logo several minutes already reinstall restart smartapihone use wifi instead mobile network figure happened can not use balance sb card pay transaction dont physical sb card,positive
layar freeze check play store ssudah date mohon fixing,positive
even open app first downloaded tried couple times even restarting phone still doesnt work,negative
