review_description,translated_text,sentiment
Can't open the app after updated the app,Tidak dapat membuka aplikasi setelah memperbarui aplikasi,negative
"After update, I can't login with error messages : Internal Server Error. Please fix it!","Setelah update, saya tidak bisa login dengan pesan galat: Internal Server Error. Tolong perbaiki!",negative
"They update the app and i couldnt login after update. Sent email for reset password, no emails come to my inbox. And i dont know who to call. Disappoint very much","Mereka memperbarui aplikasi dan saya tidak bisa login setelah update. Kirim email untuk mereset kata sandi, tidak ada email datang ke kotak masuk saya. Dan aku tak tahu harus menghubungi siapa. Sangat mengecewakan.",negative
Internal server error? Geez,Galat server internal? Ya ampun,negative
After update I cant open the app...help asap...,Setelah update saya tidak bisa membuka aplikasi...help secepat...,negative
Can't even open the app,Bahkan tidak bisa membuka aplikasi,negative
ini ngga bisa login sama sekali. Hello Strabucks di update kok malah parah begini🤦‍♀️🤦‍♀️🤦‍♀️,ini ngga bisa login sama sekali. Hello Strabucks di update kok malah parah beginti,negative
"I definitely feel they accommodate their aging customer like me. Everything is bigger now. Bigger font, bigger logo.","Aku benar-benar merasa mereka mengakomodasi pelanggan usia tua mereka seperti saya. Semuanya lebih besar sekarang. Fonta yang lebih besar, logo yang lebih besar.",negative
"After update I can't even open the app, only green screen shown then it disappear, and my phone screen back to home. Why?","Setelah update saya bahkan tidak bisa membuka aplikasi, hanya layar hijau ditampilkan kemudian menghilang, dan layar telepon saya kembali ke rumah. Kenapa?",negative
Gmn setelah update malah crash trs,Setelah Gmn update malah crash trs,negative
Latest update make the apps always force closed when I opened.,Pemutakhiran terakhir membuat aplikasi selalu memaksa ditutup ketika saya membuka.,negative
Cant even open my app! Whats going on with new version?,Bahkan tidak bisa membuka aplikasi saya! Apa yang terjadi dengan versi baru?,negative
Parah ga bisa dibuka aplikasinya setelah di update... padahal reward saya masih ....,Parah ga bisa dibukaa aplikasinya setelah di update... Palahal reward saya masih....,positive
I can't even open the app after the new update! Please fix this!!,Aku bahkan tidak bisa membuka aplikasi setelah update baru! Tolong perbaiki ini!!,negative
I can't even open the app after i update it! What happen???,Aku bahkan tidak bisa membuka aplikasinya setelah aku memperbaruinya! Apa yang terjadi?? buruk,negative
i cant even open the app. please fix it.,Aku bahkan tidak bisa membuka aplikasinya. Tolong perbaiki. buruk,negative
Error Apps.,Error Apps.,negative
"After update I can't even open the app without it force close. When I uninstall and reinstall, it is stuck at 85%","Setelah update aku bahkan tidak bisa membuka aplikasi tanpa memaksa menutup. Ketika saya uninstal dan reinstal, itu terjebak di 85%",negative
The latest updated version failed to be opened. Kindly please to fix the problem. Thank you,Versi terbaru gagal dibuka. Mohon untuk memperbaiki masalah. Terima kasih,negative
"I can't even open the app, please fix this immediately","Aku bahkan tidak bisa membuka aplikasinya, tolong perbaiki ini segera.",negative
ga bs login! force closed terus abis di update yaaahh gmana,ga bs login! paksa tertutup terus abis di update yaaahh gmana,negative
"After update app, i can't open","Setelah memperbarui aplikasi, saya tidak dapat membuka",negative
"Tried to update the apps, the apps keep crashing, please fix asap","Mencoba untuk memperbarui aplikasi, aplikasi tetap crashing, silakan perbaiki asap",negative
Please fix this.... Ngak bisa login trus payah...,Tolong perbaiki ini...,negative
"versi yang lama lebih ok, ini dr kmrn tgl 21 july gak bisa lig in. parah","versi yang lama lebih ok, ini dr kmrn tgl 21 Juli gak bisa lig masuk parah",positive
"Aplikasi errorrrrrrrrr trusss😒😒😒udah uninstal trus instal ulang berkali2 tetep errorrrrrrrrrrr,,,,niat gx sehh????","Aplikasi errorrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,,, niat gx sehh??",negative
"Can't login or open app after update, even you phone specs is flagship 😀","Tidak dapat login atau membuka aplikasi setelah update, bahkan spesifikasi telepon Anda adalah flagship ○",positive
The latest update make the app keep crash when I click it. I can't login anymore,Update terbaru membuat aplikasi tetap crash ketika saya mengkliknya. Aku tidak bisa login lagi buruk,negative
Just tried a new update and the app turned out to be trash. The application cannot be opened at all.,Hanya mencoba update baru dan aplikasi ternyata sampah. Aplikasi tidak dapat dibuka sama sekali.,negative
Just updated this morning and suddenly app just keep on closing. I cant't log in to the app! 😥 Fix this and I'll be back with 5 stars.,Baru saja diperbarui pagi ini dan tiba-tiba aplikasi terus menutup. Aku tidak bisa masuk ke aplikasi! Perbaiki ini dan aku akan kembali dengan 5 bintang.,negative
"With this new update, I even can't open this app. Please fix the crash","Dengan pembaruan baru ini, aku bahkan tidak bisa membuka aplikasi ini. Tolong perbaiki tabrakannya.",negative
I think the previous version's appearance is way better. I just don't like a gigantic-font-size and everything look like a mess now.,Kurasa penampilan versi sebelumnya jauh lebih baik. Aku hanya tidak suka ukuran raksasa dan semuanya terlihat berantakan sekarang.,negative
"I can't even sign up, error always happened when i clicked sign up","Aku bahkan tidak bisa mendaftar, kesalahan selalu terjadi ketika saya mengklik sign up",negative
Ga bisa login. Padahal mau top up huhu,Ga bisa login. Pasahal Mau top up hahu,positive
Ada masalah di top up tidak masuk. Butuh waktu bbrp hari untuk memperbaiki masalahnya. Mohon diperbaiki servis dan appnya.,Ada masalah di atas sampai masak masuk. Butuh waktu bbrp hari untuk memperbaiki maslahnya. Mohon diverbaki melayani dan appnya.,negative
"i can't login, please to fix it !","i can't login, please to fix it!",negative
Can not login,Tidak dapat login,negative
Uda press send otp berapa Kali tapi tidak dapat otp,Uda tekan kirim otp berapa Kali tadak dapat otp,negative
Wont send otp,Tidak akan mengirim otp,negative
Dont get theOTP,Jangan sampai OTP,negative
"dibagian enter your passcode setiap ketik satu angka keyboard nya turun terus, cape harus tap kotak pin nya dulu kalau mau ngetik","dibagian enter your passcode seticap ketik satu angka keyboard nya turun terus, cape harus tap kotak pin kotak nya dulu kalau mau ngetik",negative
"saya harus 6x input manual pinnya baru bisa,keyboard selalu auto disable setelah input 1 angka, overprice coffee with trash app","saya harus 6x masukan manual pinnya baru bisa,keyboard selalu auto non-aktifkan setelah masukan 1 angka, kopi terlalu mahal dengan aplikasi sampah",negative
"The sign up process was suck, I have fast wifi connection but the app keep loading. Worst impression","Proses sign up payah, aku punya koneksi wifi cepat tapi aplikasinya tetap memuat. Kesan terburuk",negative
Good,Baik,negative
I cant sign in,Aku tak bisa tanda tangan.,negative
"After my session is expired, login page doesnt send any OTP code to my email.","Setelah sesi saya kadaluarsa, halaman login tidak mengirim kode OTP ke email saya. buruk",negative
Can not used for delivery payment ...,Tidak dapat digunakan untuk pembayaran pengiriman...,negative
Not event reach the home page,Tidak pernah sampai ke halaman asal,negative
Useless. Can't even properly send ONE verification code to my registered e-mail when no matter how many times I press retry. Now I can't login nor use my Starbucks physical card. What's the use.,Tak berguna. Bahkan tak bisa mengirim satu kode verifikasi ke surel terdaftarku tak peduli berapa kali aku tekan ulang. Sekarang aku tidak bisa login atau menggunakan kartu Starbucks fisik saya. Apa gunanya.,negative
Getting worse. Server error. Cannot login.,Semakin parah. Galat server. Tidak bisa login.,negative
I swear to god this is the most amateur app I've ever used! Useless app ever PERIOD,Aku bersumpah demi Tuhan ini adalah aplikasi paling amatir yang pernah saya gunakan! Aplikasi tak berguna yang pernah ada.,negative
Cannot join,Tidak dapat bergabung,negative
"I tried many time to sign up. But, always failed. Notification pop up ""Registration Failed"". I also tried to use my other mail address but it's not working at all. I think you should fix this bug. How to use starbucks card if this app can't useful. Hmm.","Aku mencoba banyak waktu untuk mendaftar. Tapi, selalu gagal. Pemberitahuan pop up ""Regitrasi Gagal."" Saya juga mencoba menggunakan alamat surat saya yang lain tapi tidak bekerja sama sekali. Saya pikir Anda harus memperbaiki bug ini. Bagaimana menggunakan kartu Starbucks jika aplikasi ini tidak berguna. Hmm.",negative
"it keeps saying ""otp invalid"". Is there a bug?","itu terus mengatakan ""opp tidak valid"". Apakah ada bug?",negative
This app embarrasses its users due to its long loading time. Please improve your back end systems,Aplikasi ini mempermalukan penggunanya karena waktu pemuatannya yang lama. Harap perbaiki sistem back end Anda,negative
"After the last 2 updates this app became annoying. I cant checked last month transaction only the current month. The latest update just made it worse, everything extremely slow. I need to wait quite long time when i want to pay for my transaction as it kept loading the home page and i had to told the barista to wait until it opened!! And if i want to either check my balance or rewards or anything the loading time was so long. The connection wasnt the issue. As i can open any app easily.","Setelah 2 pemutakhiran terakhir aplikasi ini menjadi menjengkelkan. Aku tidak bisa memeriksa transaksi bulan lalu hanya bulan sekarang. Update terbaru hanya membuatnya lebih buruk, semuanya sangat lambat. Saya perlu menunggu cukup lama ketika saya ingin membayar untuk transaksi saya karena terus memuat halaman rumah dan saya harus memberitahu barista untuk menunggu sampai dibuka! Dan jika saya ingin baik memeriksa keseimbangan saya atau hadiah atau apa waktu loading begitu lama. Hubungan bukanlah masalahnya. Karena saya dapat membuka aplikasi apapun dengan mudah.",negative
"So difficult to open Apps after update. Keep loading. Talked with barista, He gave me the trick by printscreen barcode and used it , but cant used and check reward","Sangat sulit membuka aplikasi setelah update. Terus memuat. Berbicara dengan barista, Dia memberi saya trik dengan layar cetak barcode dan menggunakannya, tapi tidak bisa digunakan dan memeriksa hadiah",negative
"The app is really make me sick, always loading when opening the app. I thought my phone is troblem, already restart it a couple times and yet still the same","Aplikasi ini benar-benar membuat saya sakit, selalu memuat ketika membuka aplikasi. Saya pikir telepon saya adalah troblem, sudah memulai kembali beberapa kali namun masih sama",negative
"LOLA. Masuk aplikasinya aja lama banget. Koneksi lancar jaya padahal. Dibenerin lah, kalo lagi buru-buru mau cek saldo atau top up jadi keburu males duluan.","LOLA. Masuk aplicikasinya aja lama banget. Koneksi Iancar jaya palahal. Dibenerin lah, kalo lagi buru-buru mau cek saldo atau top up jadi keburu laki-laki duluan.",positive
"Very slow respond, No chat/kontak to starbuck","Sangat lambat menanggapi, Tidak ada chat/kontak ke starbuck",negative
Can't even sign in.,Bahkan tidak bisa masuk.,negative
Otp is bad... Never coming otp... Sucks,Otp buruk... tidak pernah datang otp... menyebalkan,negative
Aplikasinya sjauh ini sudah membaik dari versi versi sebelumnya.. tingkatkan terus fitur2 yang membantu pengguna agar lebih membantu pengguna,Aplikasinya sjauh ini sudah membaik dari versi versi versi sebelumnya.. tingkatkan terus fitur2 yang membantu penguna agar lebih membantu pengguna,negative
The sign in process is terrible. I've signed up but the sign in button is not responsive,Tanda dalam proses mengerikan. Aku sudah mendaftar tapi tanda di tombol tidak responsif,negative
Easy to use,Mudah digunakan,negative
The loading is unberably slow and now I can't even open the app after I just topped up my card.,Pemuatannya sangat lambat dan sekarang aku bahkan tidak bisa membuka aplikasinya setelah aku menaikkan kartuku.,negative
Setelah update nggak bisa dibuka,Setelah perbarui nggak bisa dibuka,negative
"Apps too slow, after clicking almost any menu get a buffering screen for 1 minute","Apps terlalu lambat, setelah mengklik hampir semua menu mendapatkan layar penyangga selama 1 menit",negative
UI sucks.,UI payah.,negative
Semua feature berfungsi normal setelah update,Fitur Semua berfungsi pemutakhiran setelah normal,negative
"Baru aja mau balik ke starbucks, eh abis install malah Error, ga bisa topup. Tunda dulu berarti 🙏 error message ""Null checkup..""","Baru aja mau balik ke starbucks, eh abis install malah Error, ga bisa topup. Tunda dulu berratti pesan kesalahan ""Pemeriksaan Null..""",negative
"Can't open the app after the latest update. Displaying ""Can't connect to the network"". Please fix this soon since it's used for payment and i no longer use the physical card anymore. Thank you","Tidak dapat membuka aplikasi setelah update terbaru. Menampilkan ""Tidak dapat menyambung ke jaringan"". Tolong perbaiki ini segera karena digunakan untuk pembayaran dan saya tidak lagi menggunakan kartu fisik lagi. Terima kasih",negative
Excellent,Sempurna,negative
Great!,Bagus!,negative
"The new update is very bad, for both Android and iOS version. The application runs very slow, e.x. when trying to show the pay barcode, or to refresh the balance. In iOS, the interface on updating the profile details is messed up.","The new update is very bad, for both Android and iOS version. Aplikasi berjalan sangat lambat, e.x. ketika mencoba untuk menunjukkan barcode membayar, atau untuk menyegarkan keseimbangan. Dalam iOS, antarmuka saat memperbarui rincian profil kacau.",negative
Versi terbaru kok malah sering hang ya? Saat dibuka malah sering loading/muter aja.,Versi terbaru kok mala sering menggantung ya? Saat dibuka malah sering loading/muter aja.,negative
nice,bagus,negative
Full Power,Kekuatan Penuh,negative
very easy to use,sangat mudah digunakan,negative
"selalu log out otomatis, stlh isi password harus tgg kode otp via email, ribet. tdk bs top up dgn cc 🙁","Selalu log keluar otomatis, stlh isi password harus tgg kode otp melalui email, ribet. tdk bs top up dgn cc ı",positive
Gabisa login mulu,Gabisa login mulu,negative
Kadang2 susah login kembali jika lupa password...no user friendly Improve pls,Kata sandi Kadang2 susah login kembali jika lupa... tidak ada pengguna yang ramah meningkatkan pls,positive
Good,Baik,negative
Clear,Hapus,negative
I cannot login. Always error.,Aku tak bisa masuk. Selalu salah.,negative
Got error on confirm a passcode when signing up,Mendapat kesalahan pada konfirmasi sebuah passcode ketika mendaftar,negative
Gatau kenapa aplikasinya sekarang lemot udah pake mobile data ksrtu halo dan pake wifi jg tetep load terus padahal cek browser aman2 aja ga lemot internet. Tolong di oerbaiki biar bisa perbaikan bintang,Gatau kemana aplicikasinya sekarang lemot udah pake data mobile ksrtu halo dan pake wifi jg eng load terus palahal cek browser aman2 aja gamot internet. Tolong di oerbaki biar bisa perbaikan bintang,negative
Good,Baik,negative
Easy,Mudah,negative
Sucks,Menyebalkan,negative
Took long time to update,Butuh waktu lama untuk memperbarui,negative
EaH = Easy and Happy,EaH = Mudah dan Bahagia,negative
Pretty helpful. Love the layout. Getting even better since the day they let us to topup our card from the app.,Cukup membantu. Aku suka tata letaknya. Mendapatkan lebih baik sejak hari mereka membiarkan kami untuk topup kartu kami dari aplikasi.,negative
"nice apps, please add fingerprint/touch id/face id","aplikasi bagus, silakan tambahkan fingerprint/touch id/face",negative
Can't connect to the network :)),Tak bisa menyambung ke jaringan:),negative
Ease,Kemudahan,negative
👍,"Jadi, apa yang akan Anda lakukan?",negative
"Love all Starbuck's coffee, the system was so fun and good for all members. Meeting, working, chit-chat with friends just choose Starbucks as a meeting place ❤","Cinta semua kopi Starbuck, sistem begitu menyenangkan dan baik untuk semua anggota. Rapat, kerja, mengobrol dengan teman-teman pilih Starbucks sebagai tempat pertemuan.",negative
"When we want to edit profile, it has to fill our phone number, and its broken, because already register. How come??","Ketika kita ingin mengedit profil, itu harus mengisi nomor telepon kita, dan rusak, karena sudah mendaftar. Bagaimana bisa??",negative
"Slower than other apps, multiple sign in to use for payment","Lebih lambat dari aplikasi lain, beberapa tanda masuk untuk digunakan untuk pembayaran",negative
New update made me unable to top up with BCA VA,Update baru membuat saya tidak dapat untuk top up dengan BCA VA,positive
"Goòd apps, easy to use but minimum rewards and too short time limit to use rewards","Aplikasi Goåd, mudah digunakan tetapi hadiah minimum dan batas waktu terlalu singkat untuk menggunakan imbalan",negative
"User interface and experience can be better, ex: the design for each message boxes, the transition in scrolling ain't that smooth (too static). Content wise is good already.","Antar muka pengguna dan pengalaman dapat lebih baik, ex: desain untuk setiap kotak pesan, transisi dalam penggulungan tidak sehalus (terlalu statis). Rasa puas yang bijaksana sudah bagus.",negative
Get more information,Dapatkan informasi lebih lanjut,negative
It's run great after the update..,Hal ini berjalan besar setelah update..,negative
Easy to manage and use epayment. The rewards are good.,Mudah untuk mengelola dan menggunakan pembayaran. Hadiahnya bagus.,negative
The Best.,Yang terbaik.,negative
suka lama dibukanya,suka lama dibukanya,negative
Mantaaap!,Mantaaap!,negative
Lama loadingnya. Jadi senewen.,Lama loadnya. Jadi seneken.,negative
BEST OF THE BEST,TERBAIK DARI TERBAIK,negative
"I can't access this app right after my software update (Realme RMX 1971 11 C 12) Please help, I will update to 5 stars right after the problem is solved, thank you.","Saya tidak bisa mengakses aplikasi ini tepat setelah update perangkat lunak saya (Realme RMX 1971 11 C 12) Tolong bantu, saya akan memperbarui ke 5 bintang tepat setelah masalah terpecahkan, terima kasih.",negative
"I need re-login, send OTP, checking email, every single time I open the app. It's irritating.","Aku perlu re-login, kirim OTP, memeriksa email, setiap kali saya membuka aplikasi. Ini menjengkelkan.",negative
enjoy free coffee from reward,menikmati kopi gratis dari hadiah,positive
Can't sign up,Tidak bisa mendaftar,negative
I can't login! After i input my passcode it's only spinning and loading but nothing happened! I tried to re-install but the problem persist. Please fix,Aku tidak bisa masuk! Setelah saya masukan passcode saya itu hanya berputar dan memuat tapi tidak ada yang terjadi! Aku mencoba untuk memasang kembali tapi masalahnya tetap berlanjut. Tolong perbaiki.,negative
"yesterday 3 june 2022, this app ruined my whole day.... when i already in front of cashier, the app become stuck when insert pin for log in. I have been re - install it but the result is same. i lost my break time during work & can't buy a cup of coffee due to bug of this app. what a shame :(","kemarin 3 Juni 2022, aplikasi ini merusak sepanjang hari saya.... ketika saya sudah di depan kasir, aplikasi menjadi terjebak ketika memasukkan pin untuk log masuk Saya telah memasangnya kembali tetapi hasilnya sama. i kehilangan waktu istirahat saya selama bekerja & tidak bisa membeli secangkir kopi karena bug aplikasi ini. Sayang sekali.",negative
Apps lemot banget cuy,Apps lemot banget cuy,negative
"Previously this app was so smooth, now with the latest version.....it sucks. Can't enter the main menu. Stuck in the opening screen.","Sebelumnya aplikasi ini begitu halus, sekarang dengan versi terbaru.....itu menyebalkan. Tidak dapat memasukkan menu utama. Terjebak di layar pembuka. buruk",negative
Good,Baik,negative
Nice & make my life great!,Nice & membuat hidup saya besar!,positive
Selalu eror,Selalu eror,negative
Great App,Great App,positive
"I finished the sign up process but I can't do anything, it's stuck on the front page(the page with the Starbucks Shop as an image)","Aku sudah menyelesaikan proses pendaftarannya tapi aku tidak bisa melakukan apa-apa, itu terjebak di halaman depan pada halaman 1936the dengan Starbucks Shop sebagai gambar)",negative
"Udah install udah join now, begitu sign in masukin kode OTP gagal muluk, tiap buka email info OTP, balik lg k app malah mulai dr awal lagi masukin email n password, gitu muluk smp 7x..give up..uninstall","Udah instal udah bergabung sekarang, begitu sign in masukin kode OTP gagal muluk, tiap buka email info OTP, balik lg k app alah mulai dralu mulai awal lawakin email n password,tu gi muluk smp 7x.give up...uninstall",negative
I can't even open the app. It keep shows the green starbucks reward and won't go anywhere..,Aku bahkan tidak bisa membuka aplikasinya. Ini terus menunjukkan hadiah starbucks hijau dan tidak akan pergi ke mana pun..,negative
Can't even open the app after first downloaded. Tried it a couple times even restarting the phone and still doesn't work,Bahkan tidak bisa membuka aplikasi setelah unduhan pertama. Mencoba beberapa kali bahkan menyalakan kembali telepon dan masih tidak bekerja buruk,negative
"It won't log me in. Created my account no problem, now I just get invalid username or password when I try to log in. 😕😢","Ini tidak akan log saya masuk Membuat akun saya tidak ada masalah, sekarang saya hanya mendapatkan nama pengguna atau kata sandi tidak valid ketika saya mencoba untuk log masuk. Jadi, apa yang akan Anda lakukan?",negative
Please add cimb niaga as a choice when you want to top up 😬,Harap tambahkan cimb niaga sebagai pilihan ketika Anda ingin top up,positive
Even cannot sign up at all,Bahkan tidak bisa mendaftar sama sekali,negative
"app ngajak ribut, org wifi kenceng dibilang gada koneksi mulu. mau log in lewat sbux web, dah tinggal add card dibilang salah password mulu 🦧","app ngajak ribut, org wifi kenceng dibilang gada kinksi mulu. log mau dalam lewat sbux web, dah tinggal tambahkan kartu dibilang salam password mulu ı",negative
"Terakhir sign in account gaada masalah. Tapi sekarang udah coba sign in akun berkali2 bilang kl email atau password salah, padahal udah ganti pass yang baru juga. I need helpp","Terakhir tanda di account gaada masala. Tapii sekarang udah coba tanda di akun berkali2 bilang kl clas kata sandi salah, palahal udah ganti pass yang baru juga. Aku butuh bantuan.",negative
i have no problem with this app. it runs smoothly,Aku tidak punya masalah dengan aplikasi ini. berjalan lancar,negative
"Starbucks, is this app really the best you can do? As a multibillion dollar company? I cannot even login into my account. I tapped the sign in for thousand times and I still cannot log in. The email & password is right, the connection is adequate, cache has been cleaned, and the app is updated to the newest version, yet I still cannot login. I am so dissapointed in Starbucks Indonesia.","Starbucks, adalah aplikasi ini benar-benar yang terbaik yang dapat Anda lakukan? Sebagai perusahaan bernilai miliaran dolar? Aku bahkan tidak bisa login ke akun saya. Aku menyadap papannya ribuan kali dan aku masih tak bisa masuk. Sandi surel & benar, koneksi memadai, cache telah dibersihkan, dan aplikasi diperbarui ke versi terbaru, namun saya masih belum bisa login. Saya sangat kecewa di Starbucks Indonesia.",negative
whats the point of this App? I can't even log in to my account 😂,Apa maksud dari aplikasi ini? Aku bahkan tak bisa masuk ke rekeningku.,negative
"Cant create pass code..it says ""no internet connection"" I dont believe big brand like this makes major mistake like this","Tidak bisa membuat kode pass..itu mengatakan ""tidak ada koneksi internet"" Saya tidak percaya merek besar seperti ini membuat kesalahan besar seperti ini",negative
"Loading too long , can't log in.","Memuat terlalu panjang, tidak dapat log in.",negative
"Mau order dari aplikasi, tapi maps nya lari mulu ke kota lain😊","Mau order dari aplicikan, tapi maps nya lari mulu kekota lain",negative
"mau nyari menu aja susah banget, flownya rada susah untuk bisa liat menu yang sekarang, harus masuk tab order dulu","menu mau niri aja susah banget, flewya randa susah unsuk bisa liat menu yang sekarang, harus masuk tab order dulu",negative
"Bad app, OTP invalid mulu pas sign up","Aplikasi buruk, OTP tidak valid mulu pas mendaftar",negative
"Aplikasinya rusak nih !! Masa setiap mau masukin passcode dibilang salah terus alhasil kalau mau login harus reset passcode baru terus lewat email. Tolong diperbaiki masalahnya ini, entah ini bug atau error.","Aplikasinya rusak nih!! Masa setiap malukin passcode dibilang salah terus alhasil kalau lu login harus mereset passcode baru terus lewat email. Tolong diverbaki maslahnya ini, entah ini bug atau error.",negative
This really makes me sad i have finished joining but this app can't open i'm sick all of this,Ini benar-benar membuat saya sedih saya telah selesai bergabung tapi aplikasi ini tidak bisa membuka saya sakit semua ini,negative
please update.. keeps getting stuck while loading,harap update.. terus terjebak saat memuat,negative
Oke,Oke buruk,negative
Rubbish,Sampah,negative
gabisa dipake,gabisa dipake,negative
"My account is fine when i tried to login via website, but in the app i have log in issue, i've tried uninstall and install the app several times yet it still didn't work.","Akun saya baik-baik saja ketika saya mencoba untuk login melalui situs web, tetapi dalam aplikasi saya memiliki log dalam masalah, saya telah mencoba uninstall dan menginstal aplikasi beberapa kali namun masih tidak bekerja.",negative
"After much difficulty for trying to login few months ago, I still can login around 1 from 50 attemps. But now, it says my password or email invalid. Wow, nice job for improving the app. At least I don't have to wait OTP anymore.","Setelah kesulitan untuk mencoba masuk beberapa bulan yang lalu, saya masih bisa login sekitar 1 dari 50 tempel. Tapi sekarang, ia mengatakan password atau email saya tidak valid. Wow, kerja bagus untuk memperbaiki aplikasinya. Setidaknya aku tidak perlu menunggu OTP lagi.",positive
Inbox message ditambahin utk menghapus inbox. Muncul berulang ulang gak bisa hilang,Pesan inbox ditambahin utk menghapus inbox. Muncul berulang ulang gak bisa hilang,negative
Greta apps,Aplikasi Greta,negative
Awesome apps! It keeps saying I've entered a wrong OTP code while I copied and pasted the code from my email. Can't even login.,Aplikasi yang mengagumkan! Ia terus mengatakan saya telah memasukkan kode OTP yang salah sementara saya menyalin dan menempelkan kode dari email saya. Bahkan tidak bisa login.,negative
"Can't login for 3 times, why why?","Tidak bisa login untuk 3 kali, mengapa?",negative
"Dpt reward loqi tp barang gk ada ckckck. level bisa berubah sendiri dr gold ke green, kacau. Jgn top up banyak2 gaes. Top up jg bintang gk masuk.","Dpt reward loqi tp barang gk ada ckckckck. level bisa berubah seiri dr emas ke hijau, kacau. Di atas ada banyak2 gaes. Top up jg bintang gk masuk.",positive
"there are too many complaints about this application, but until now there is no improvement. yes, I can't log in at all since a month ago, just like other users.","ada terlalu banyak keluhan tentang aplikasi ini, tapi sampai sekarang tidak ada perbaikan. ya, aku tidak bisa masuk sama sekali sejak sebulan yang lalu, seperti pengguna lainnya.",negative
Sering terjadi masalah jika kita mengetik passcode dengan cepat. Menjadi menyebalkan ketika kita terbiasa mengetik passcode dengan cepat.,Sering terjadi masalah jika kita mengetik passcode dengan cepat. Menjadi menyebalkan ketika kita terbiasa mengetik passcode degan cepat.,negative
"Cant even login. It said invalid username/password, but its the same password i've changed just a sec ago","Bahkan tidak bisa login. Dikatakan username/password tidak valid, tapi password yang sama saya telah berubah hanya satu detik yang lalu",negative
"Everyday harder to use, first login with fingerprint (nice), then one time 6 digit code (ok), now I have to write my code at least 2-3 times every time I pay :(","Setiap hari lebih sulit untuk digunakan, login pertama dengan sidik jari (bagus), kemudian satu kali 6 digit kode (ok), sekarang saya harus menulis kode saya setidaknya 2-3 kali setiap kali saya membayar.",negative
Sekarang appsnya jadi semakin bagus dan juga lancar.,Sekarang appsnya jadi semakin bagus dan junga Iancar.,negative
Ga bisa login.,Ga bisa login. buruk,negative
good,baik,negative
🎥🈵😷🤑🍷🇦🇶💵💴🎥,Aku tidak tahu.,negative
I could not login to the application even after pressing the button a couple of times. I have reinstalled and I still could not login.,Aku tidak bisa login ke aplikasi bahkan setelah menekan tombol beberapa kali. Saya telah memasang ulang dan saya masih tidak bisa login.,negative
Error when I need to pay !,Kesalahan ketika saya perlu membayar!,negative
"Terlalu ribet, setiap pembayaran harus 2x pin. Top up bca nomor virtual account ganti2 terus. Aplikasi nya bukan mempermudah tapi mempersulit","Terlalu ribet, sediap permbayaran harus 2x pin. Menaikkan bca nomor akun virtual ganti2 terus. Aplikasi nya bukan mempermudah Tapi impersulit",negative
"too complicated. always need to accesa location. previously only need to input the passkey once to make payment, now need twice (even more when i was unintentionally pressed back button)","terlalu rumit. Selalu perlu untuk accesa lokasi. Sebelumnya hanya perlu masukan kode akses sekali untuk melakukan pembayaran, sekarang perlu dua kali (bahkan lebih ketika saya tidak sengaja menekan tombol balik)",negative
"lmao, it wont even let me uninstall this app","lmao, bahkan tidak akan membiarkan saya uninstall aplikasi ini",positive
Love it!,Aku suka!,negative
OTP dikirim ke email tapi gak ada ...harusnya OTP ngisi sendiri,OTP dikirim ke email Tapi gak Ada...harusnya OTP ngisi sensiri buruk,negative
"I cant even click ""sign in"" and many bad review. But yet you are not fixing the apps. YOU ARE LOSING ALL OF YOUR LOYAL CUSTOMER SOON!!!","Aku bahkan tidak bisa klik ""sign in"" dan banyak review buruk. Tapi kau belum memperbaiki aplikasinya. Kau akan segera kehilangan semua pelangganmu!!",negative
"Gabisa masuk ke aplikasinya pdhl udah daftar. Tiap masukin passcode, loading doang.","Gabisa masuk ke aplicasisinya pdhl udah maddar. Passcode masukin tiop, loading doang.",negative
"Tidak bisa registrasi, tertulis email / no.hp sudah terdaftar, padahal belum pernah daftar. Saat coba forget password malah muncul notif invalid user","Tidak bisa registrasi, tertulis email / no.hp sudah terdaftar, palahal belum pernah madeverar. Saat coba forget password malah muncul notif tidak valid user",negative
Great coffee!!,Kopi yang enak!!,negative
Worst app fake voucher,Terburuk app voucher palsu,negative
Stupid app..,Aplikasi bodoh..,negative
"Otp pesan error, tapi masuk. Register sukses, pas login salah email/password. Giliran di reset ga mau masuk email. Malahan login ke blokir","Otp pesan error, tapi masuk. Register sukses, pas login salam email/password. Giliran di reset ga mau masuk email. Malahan login ke blokir",negative
Bolak balik selalu tulisannya internal server error,Bolak Balik selalu tulisannya internal server error,negative
"I can't sign in, register and forgot password","Aku tidak bisa masuk, mendaftar dan lupa kata sandi",negative
