review_description,translated_text
Prompt reply from starbucks,Jawaban mendadak dari starbucks
turn off auto fill for passcode pin!!,matikan isi otomatis untuk pin passcode!!
Good,Baik
"Since the last update the password form becomes really hard to fill in (6 digits, keyboard closing n hard to reopen in every digit). Not good when you're about to pay and people are lining up behind you.","Sejak pemutakhiran terakhir bentuk sandi menjadi sangat sulit diisi (6 digit, papan tik menutup n sulit untuk dibuka kembali di setiap digit). Tidak baik ketika Anda akan membayar dan orang-orang berbaris di belakang Anda."
I just need to check and fill my Starbucks card in this apo..it notifies promos and give u rewards(if u have a sbux card)..anyway it is very handy to have!😃,"Aku hanya perlu memeriksa dan mengisi kartu Starbucks saya dalam apo..it mengumumkan promos dan memberikan u hadiah, jika kau memiliki kartu sbux). Bagaimanapun itu sangat berguna untuk memiliki!"
"Unable to type otp code, after typing one digit, the keyboard disappeared, please fix this","Tidak dapat mengetik kode otp, setelah mengetik satu digit, keyboard menghilang, tolong perbaiki ini"
Very usefull and helpfull..,Sangat berguna dan membantu..
"Password to much number,abjad n symbol make me confuse","Kata sandi ke banyak nomor,abjad n simbol membuat saya bingung"
Star 5,Bintang 5
Effective use,Penggunaan efektif
"Such, just at the time i want use, it's asking for update and it's mandatory","Seperti, hanya pada saat saya ingin menggunakan, itu meminta update dan itu wajib"
Great,Bagus.
Amazing app,App yang luar biasa
Tidak bisa lihat history pemakaian. Hati2 kalau bayar. Cek apakah nilai transaksi udah bener.,Tidak bisa lihat history pemakaian. Hati2 kalau bayar. Cek apakah nilai transaksi udah bener.
"I like the new version, the looks are better than the previous. Especially now we can top-up balance for Rp50K toooo!!!","Saya suka versi baru, terlihat lebih baik daripada sebelumnya. Terutama sekarang kita dapat top-up keseimbangan untuk Rp50K tooooo!!!"
Trying so hard for set the password!!!,Mencoba keras untuk mengatur password!!!!
"Can't sign up, the app always crash.","Tidak bisa mendaftar, aplikasi selalu crash."
Did not work. Time to move on to another coffee source?? What a MESS of an upgrade!!,Tidak berhasil. Waktu untuk pindah ke sumber kopi lain? Benar-benar peningkatan yang hebat!!
I can not open the app with my galaxy note3,Aku tidak bisa membuka aplikasi dengan catatan galaksi saya 3
"Setiap buka aplikasi nya, harus log in dlu begitu di kirim otp dari email autofill nya lama banget jadi ga masuk2 ke aplikasi, padahal ga log out tp ke log out sendiri password udah bener selalu salah !!","Setiap buka aplicasi nya, harus log in dlu begitu di kirim otp dari emailfill nya lala banget jadi ga masuk2 aplicasi, palahal ga log out tp ke log out sensiri password udah bener selalu salah!!"
"Kebanyakan verifikasi, via nomor hp, via email lah apa ngga sekalian via pos aja buat verifikasi alamat","Kebanyakan verifikasi, via nomor hp, via email lah apa ngga selian via pos aja buat verifasi alamat"
"Bad form registration, difficult","Registrasi formulir buruk, sulit"
Tidak.bisa login abis masukin otp balik lg d suru masukin otp.. ga jelas.. tolong dibantu . Edited: uda bisa terima kasih,Tidak.bisa login abis macumin otp balik lg d suru masukin otp.. ga jelas.. tolong dibantu. Diedit: uda bisa terima kasih
selalu keluar dari aplikasi saat mengisi kode otp sms,selalu keluar dari aplicikan saat mengisi kode otp sms
Error pada saat register isi tanggal lahir. Apk langsung menutup,Error pana saat register isi tanggal lahir. Menutup apk langsung
The app always crash when input the date of birth on sign up,Aplikasi selalu crash ketika masukan tanggal lahir pada sign up
Kasir Starbucks kemang pratama tdk usah sok tau yg buat promo bukan nenek lo tapi dari ceo nya kenapa tdk bisa bayar pake semua ewalet norak lo,Kasier Starbucks kemank pratama tdk usah sok tau yg buat promo buan neneek lo trapi ceo nya kenk bisa bayar pake semua ewalet norak
I want to create new account and register my card but it keep saying password not match with the requirements while I follow all the instructions it should be able to create... This kinda depressing especially when u pay extra rp50k for a God damn card and u unable to activate it due to app malfunction... Seriously?! I'm pissed,Aku ingin membuat akun baru dan mendaftarkan kartuku tapi tetap mengatakan password tidak sesuai dengan persyaratan sementara aku mengikuti semua instruksi yang harus bisa dibuat... Ini agak menyedihkan terutama ketika Anda membayar ekstra rp50k untuk kartu sialan dan u tidak dapat mengaktifkannya karena kerusakan aplikasi... Serius?! Aku kesal.
harus isi saldo manual..tidak bisa link kartu debit atau sejenisnya.. jadi ada sisa salsp nantinya.. maap kurang efektip jadinya,Halus isi saldo manual..sidak bisa link kartu debit aau sejenisnya.. jadi sisa salsp nantinya.. maap kukang esektip janya
Informative,Informatif
The worst app i ve ever used,Aplikasi terburuk yang pernah saya gunakan
"now it's good, with additional PIN","sekarang bagus, dengan PIN tambahan"
Goof,"GoofCity in Texas, United States"
It's almost good. Can you make an old starbucks can be added into the app? Thanks.,Ini hampir baik. Dapatkah Anda membuat starbucks tua dapat ditambahkan ke dalam aplikasi? Terima kasih.
good app,app yang baik
I was waiting so long to get the otp code,Aku menunggu begitu lama untuk mendapatkan kode otp
I want to sign up but the apps always crashed when click the date of birth part. Up until now I can't sign up,Saya ingin mendaftar tapi aplikasi selalu crash ketika klik tanggal bagian kelahiran. Sampai sekarang aku tidak bisa mendaftar
"please fixed my my Starbuck Id, the app can not be opened.","tolong tetap saya Starbuck Id, aplikasi tidak dapat dibuka."
Bug so much,Bug begitu banyak
"Can not sign up, password always error, already try many times still can not sign up because of password error","Tidak dapat mendaftar, sandi selalu error, telah mencoba berkali-kali masih tidak dapat mendaftar karena kesalahan sandi"
Automatic logout feature if apps not used is make me sick also not receive OTP code in my email for login. Already email Customer Service but the answer is very disapointing. Just 1 star for this moment until my problem fix.,Fitur log keluar otomatis jika aplikasi yang tidak digunakan membuat saya sakit juga tidak menerima kode OTP dalam email saya untuk login. Sudah layanan pelanggan email tapi jawabannya sangat mengecewakan. Hanya satu bintang untuk saat ini sampai masalah saya memperbaiki.
Cant even sign up,Bahkan tidak bisa mendaftar
"Auto logoff if not frequently used, impossible to remember password, OTP sent to email every login. Too much hassle. Sorry Starbucks, I am now back Credit Card, Gopay, Ovo, etc. Pistoff your reward.","Logoff otomatis bila tidak sering digunakan, mustahil untuk mengingat sandi, OTP dikirim ke email setiap login. Terlalu merepotkan. Maaf Starbucks, saya sekarang kembali Credit Card, Gopay, Ovo, dll. Pistoff hadiah Anda."
Starbucks Starbucks ☺️,Starbucks Starbucks °F
"Cannot sign in, even though there is still around 100k in this app ... Poor","Tidak bisa masuk, meskipun masih ada sekitar 100k di aplikasi ini... miskin"
Can't live without u,Tidak bisa hidup tanpa kau
"Applikasi sangat membantu, tetapi entah knp setiap enter password selalu loading dan tidak bisa input angkat (loadingnya lama)","Applikasi sangat membantu, tetapi entah knp sekiap enter password selalu loading dan ticak bisa input angkat (loadingnyaa)"
"After the last update, the app won't open. It keeps telling me that the server is busy and when I finally got in, I didn't receive any verification code to enter the app. Please fix this.","Setelah update terakhir, aplikasi tidak akan terbuka. Ini terus mengatakan bahwa server sibuk dan ketika saya akhirnya masuk, saya tidak menerima kode verifikasi untuk memasukkan aplikasi. Tolong perbaiki ini."
Often logout automaticaly.,Sering log out otomatis.
"Daftar kartu Starbucks baru gak bisa bisa. Bikin Pasword gak bisa bisa. Kemudian lanjut ke email, pin, security code,otp, sampai no Starbucks card semua pemberitahuan incorrect dan invalid. Padahal Semua itu sudah benar dan gak ada yg salah. Tolong dong sistemnya di perbaiki. Ini aplikasi error atau apa?","Daftar kartu Starbucks baru gak bisa bisa. Bikin Pasword gak bisa bisa. Kemudian lanjut ke email, pin, kode keamanan, otp, sampai tidak ada Starbucks kartu semua pemmitahuan salah dan tidak valid. Palahal Semua itu sudah benar dan gak ada yg salah. Tolong dong sitemnya di perbaki. Ini aplicasi error atau apa?"
"Just downloaded, tried to sign up but the app keeps crashing. I tried restarting and uninstalling but it just wont let me in. Wasted my time","Hanya download, mencoba untuk mendaftar tapi aplikasi terus menerjang. Aku mencoba memulai kembali dan melepaskan tapi itu hanya tidak akan membiarkan saya masuk Membuang-buang waktu saya"
I really love starbucks and how this app works,Aku sangat suka starbucks dan bagaimana aplikasi ini bekerja
Handy when it comes to pay when you forget your card.,Berguna ketika datang untuk membayar ketika Anda lupa kartu Anda.
"Version 3.0.6 May 2020, always got error Server Busy","Versi 3.0.6 Mei 2020, selalu mendapat kesalahan Server Sibuk"
Already ok.. ty,Sudah ok.. ty
Do not open appa,Jangan buka appa
Awesome,Mengagumkan
Failed to log in 3 times after sending OTP 3 times!,Gagal log in 3 kali setelah mengirim OTP 3 kali!
I tried to login but no otp has been sent to my email. I have to request new otp but still no otp has been sent to my email,Aku mencoba untuk login tapi tidak ada otp telah dikirim ke email saya. Saya harus meminta otp baru tapi masih ada otp telah dikirim ke email saya
Unfortunately the server isnt available or busy,Sayangnya server tidak tersedia atau sibuk
"Login ribet, menu ga ada harga","Login ribet, menu ga Ada harga"
Unusable. Server not responding.,Tidak berguna. Server tidak merespon.
"it usually works well but what's going on with the app? the ""pay"" page won't load. it says ""unfortunately the server is currently busy or unavailable. please try again."" i cant even see my active cards. i already uninstalled and reinstalled the app but its still like that.","biasanya bekerja dengan baik tapi apa yang terjadi dengan aplikasi? halaman ""bayar"" tidak akan memuat. tertulis ""Unfortunately server saat ini sedang sibuk atau tidak tersedia. coba lagi."" Aku bahkan tidak bisa melihat kartu aktifku. i sudah uninstalled dan memasang ulang aplikasi tapi masih seperti itu."
Sometimes it's not working. Just suddenly stopped after waiting so long. not sure why. I couldnt even update the app.,Kadang-kadang tidak berhasil. Tiba-tiba berhenti setelah menunggu begitu lama. tidak yakin mengapa. Aku bahkan tidak bisa memperbarui aplikasinya.
Good,Baik
syarat password susah!! forgot password via email tidak kujung datang!!,syarat password susah!! lupa kata sandi via email tadak kujung datang!!
Good,Baik
Good coffee,Kopinya enak.
cool,Keren
Good cafe caffee,Kafe caffee yang enak
Helpfull,Helpfull
Nice apps.,Aplikasi yang bagus.
Kenapa kartu starbucks saya inactive? Belum 1thn transaksi . Koq saldonya 0 hilang,Kenapa starbucks kartu mengatakan tidak aktif? Belum 1thn transaksi. Koq saldonya 0 hilang
"Mempermudah pembayaran, cepat, bonus berlimpah.","Mempermudah pembayaran, cepat, bonus berlimpah."
Easy to Use. Interested promo & discount ⛤,Mudah digunakan. Tertarik promo & diskon.
Good,Baik
This app is the easiest way to change my starbucks card. Love very much ❣️,Aplikasi ini adalah cara termudah untuk mengubah kartu starbucks saya. Cinta sangat banyak.
Ok,Ok
"this apps is useless as need for long time to verify the passcodes and turned back for notes that ""your time is expired"". It is not recommended for friendly use apps at all","aplikasi ini tidak berguna untuk waktu yang lama untuk memverifikasi kode sandi dan berbalik untuk catatan bahwa ""waktu Anda berakhir"". Aplikasi ini tidak disarankan untuk menggunakan teman sama sekali"
"Just one minor issue, when typing PIN, you can't type with a fast speed. You need to slow down. Like a 500-1000 ms / character.","Hanya satu masalah kecil, ketika mengetik PIN, Anda tidak dapat mengetik dengan kecepatan cepat. Kau harus pelan-pelan. Seperti 500-1000 ms karakter."
"Loving the latest update, the app seems to respond faster. Keep it up 👍","Suka pembaruan terbaru, aplikasi tampaknya merespon lebih cepat. Teruskan."
Good,Baik
Mantap,Mantap
otp nya ribet......,otp nya ribet......
"Have been tried few times to Sign Up, but keep popping up the error 'ID was stopped' every time when fill the information at birth date column. Please advise the solution.","Telah dicoba beberapa kali untuk mendaftar, tapi terus muncul kesalahan 'ID dihentikan' setiap kali mengisi informasi pada kolom tanggal lahir. Tolong beritahu solusinya."
"I rewrite this, Thx for fixed it.. it works as usual.. love this app:)","Saya menulis ulang ini, Thx untuk tetap itu.. bekerja seperti biasa.. cinta aplikasi ini:)"
"I can't login to the latest version apps i'm pretty sure that i type my email and password correctly , the website works fine.","Saya tidak bisa login ke aplikasi versi terbaru saya cukup yakin bahwa saya mengetik email saya dan password dengan benar, website bekerja dengan baik."
Good,Baik
Useful,Berguna
I love star bucks...,Aku suka dolar bintang...
OTP problem,Masalah OTP
"For coffee lover, I can get benefits as a member of Starbucks.","Untuk pecinta kopi, saya bisa mendapatkan manfaat sebagai anggota Starbucks."
"Tidak bisa memasukan tanggal lahir yg mengakibatkan keluar dari apps, sehingga tidak bisa registrasi.","Tidak bisa memasukan tanggal lahir yg wakibatkan keluar dari apps, sehingga tidak bisa registrasi."
Can't sign up. The app stopped processing everytime i try.,Tidak bisa mendaftar. Aplikasi berhenti memproses setiap kali saya mencoba.
My favourite cafe n coffee.. thanks,Kopi favorit saya.. terima kasih
Ga jelas keluar2 mulu,Ga jelas keluar2 mulu
"OTP is not recieve to my phone number while sign up, please fix this issues as soon as possible!","OTP tidak menerima nomor teleponku saat mendaftar, tolong perbaiki masalah ini sesegera mungkin!"
💓💓,"Jadi, apa yang akan Anda lakukan?"
"Such a sucks. Cannot do sign up, everytime i write my birthdate the apps had to stopped. What is wrong with my birthdate?","Benar-benar menyebalkan. Tidak bisa mendaftar, setiap kali saya menulis tanggal lahir saya aplikasi harus berhenti. Apa yang salah dengan tanggal lahir saya?"
got the sb card and cashier asked me to install the app. after open app and stop in the green screen with sb logo. wasting my time ----- thank you for the response. now it working well,mendapat kartu sb dan kasir meminta saya untuk menginstal aplikasi. setelah membuka aplikasi dan berhenti di layar hijau dengan logo sb. Membuang-buang waktu saya ----- terima kasih atas tanggapannya. sekarang itu bekerja dengan baik
Ini app nya mau gabisa dipake sampe kapan min? :((((,"Ini app nya mau gabisa dipake sampe pasan min? :↑ Allah berkata, "" Oh, Tuhanku, oh, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak."
"This morning, i wanted to top up, but can't open this application, even i already restarted my cellphone, used wifi, re-installed again...but still didnt work...","Pagi ini, saya ingin top up, tapi tidak bisa membuka aplikasi ini, bahkan saya sudah menyalakan kembali ponsel saya, menggunakan wifi, kembali terpasang lagi... tapi masih tidak bekerja..."
"App down, and reward saya hilang 1.. tgl exp hari ini,wktu mau di pakai hilang.. 😑😑 please do something with your app..","App bawah, dan hadiah saya hlang 1 tgl exp hari ini,wktu mau di pakai hlang.."
"Why is the apps now just hang,cannot login. I cannot check my balance","Mengapa aplikasi sekarang hanya menggantung, tidak bisa login. Aku tak bisa memeriksa keseimbanganku."
Bengong aja aplikasinya.,Bengong aja aplikasinya.
Sering rusak. Not dependable,Sering Russ. Tidak dapat diandalkan
Ga bs sign in. Lemot banget loh :(,Ga bs sign in Lemot banget oh:
"Just installed the newest version, and can't even enter the login page. It has been showing the starbucks logo for an hour already.","Baru saja memasang versi terbaru, dan bahkan tidak dapat memasuki halaman login. Ini telah menunjukkan logo starbucks selama satu jam."
"Since my complain did not follow up by Starbucks I won't spend at all to buy anything, there are many café I can enjoy coffee still. Bye","Karena keluhan saya tidak ditindaklanjuti oleh Starbucks saya tidak akan menghabiskan sama sekali untuk membeli apa pun, ada banyak kafe saya masih bisa menikmati kopi. Bye"
Nice apps,Aplikasi yang bagus
Why it always says that the server is busy?,Mengapa selalu mengatakan bahwa server sibuk?
RIBET BANGET BIKIN PASSWORD,PASSWORD BANGET BIKIN
Always crash when sign up,Selalu crash ketika mendaftar
Error when entering DoB,Galat ketika memasukkan DoB
"Ini Aplikasi Tolol Sudah Input betul Semua Pas Log in Ga Bisa Ganti Password makin Akut , Udah sama Malah Failure Sekelas Starbucks Tolong serius sedikit lah..","In Aplikasi Tolol Sudah Input betul Semua Pas Log di Ga Bisa Ganti Sandi membuat Akut, Udah sama Malah Kegagalan Sekelas Starbucks Tolong seredikitlah.."
"I cannot use this app since it requires new update and I can""t even download the update..",Saya tidak bisa menggunakan aplikasi ini karena membutuhkan update baru dan aku bahkan tidak bisa mengunduh update..
"Can't login since last update, please fix it soon...","Tidak dapat login sejak pembaruan terakhir, silakan memperbaikinya segera..."
"Ga ada verification code yang masuk ke email, udah retry berkali kali juga","Ga ada verifikasi code Yang masuk ke email, udah retry arkali Kali juga"
"Sudah ganti password baru tp tetep ga bisa login juga, kenapa ya?","Sudah ganti password baru tp tetep ga bisa login juga, kenopa ya?"
I always logged out. Fix this and 5 stars is yours.,Aku selalu log out. Perbaiki ini dan 5 bintang adalah milikmu.
Nice application,Aplikasi bagus
Thank you. Problem solved,Terima kasih. Masalah terpecahkan
Excellence,Sempurna
"Ga bisa log in, sllu blg kalo password and email salah!!","Ga bisa log in, sllu blg kalo password dan email salah!!"
Awesome,Mengagumkan
"Resolved the issue, rating updated accordingly, thank you and please keep the downtime minimal in your upcoming maintenance / upgrade","Dipecahkan masalah, peringkat diperbarui sesuai, terima kasih dan harap jaga waktu downtime minimal dalam pemeliharaan Anda yang akan datang / upgrade"
Hard to update,Sulit untuk memperbarui
"Try to sign in, just simply show 'invalid username or password, please try again'. You have one job for this one, nice try 👎🏻👎🏻👎🏻👎🏻👎🏻","Cobalah untuk mendaftar, cukup tampilkan 'name pengguna atau sandi tidak valid, silakan coba lagi'. Kau punya satu pekerjaan untuk yang satu ini, usaha yang bagus."
Tidak bisa sign up. Ketika memasukkan tanggal lahir tiba tiba close,Tidak bisa mendaftar. Ketika memasukkan tanggal lahir tiba dekat
Its ok now,Tidak apa-apa sekarang
Great,Bagus.
Good,Baik
"I love to chill my day after work with Starbucks my favorite drink is Frapucino caramel, Ice Capuchino & Raspberry currant also the Chocolate fudge cake yuumyy😍😍👍👍","Saya suka bersantai hari saya setelah bekerja dengan Starbucks minuman favorit saya adalah Frapucino karamel, Ice Capuchino & Raspberry currant juga kue fudge yuumy"
"An Helpfull app, but still need improvements. I hope I can see the history details of beverages that I purchased. Please improve this feature. 😂","Sebuah aplikasi yang berguna, tapi masih perlu perbaikan. Saya harap saya bisa melihat rincian sejarah minuman yang saya beli. Tolong perbaiki fitur ini. Jadi, apa yang akan Anda lakukan?"
Ok,Ok
"I can't login after update and have tried to forgot password, however it also failed when submit the new password. Jan17, 2020: I able to login now, thanks!","Saya tidak bisa login setelah update dan telah mencoba untuk lupa kata sandi, namun juga gagal ketika mengirimkan sandi baru. Jan17, 2020: aku bisa masuk sekarang, terima kasih!"
"Hi, I updated this morning (8th of Jan 2020). I login using same previous username and password but it said incorect password. I tried to use forgot password to recover and found my email was not registered. How come ? So I tried to sign up and fill the phone number, but the OTP never came to my phone. Hope you can give me solution to bring me in to the app. Please kindly advice. Thank you for your support Updated : Thank you. The app already worked. Thank you for your great effort.","Hai, aku sudah mengupdate tanggal 8 Jan 2020 pagi ini. Saya login menggunakan username dan kata sandi sebelumnya yang sama, tetapi kata sandi yang tidak dapat diperbaiki. Saya mencoba menggunakan sandi yang terlupakan untuk memulihkan dan menemukan email saya tidak terdaftar. Bagaimana bisa? Jadi saya mencoba untuk mendaftar dan mengisi nomor telepon, tapi OTP tidak pernah datang ke telepon saya. Kuharap kau bisa memberiku solusi untuk membawaku ke aplikasi itu. Tolong sarannya. Terima kasih atas dukungan Anda Diperbarui: Terima kasih. Aplikasinya sudah bekerja. Terima kasih atas usaha besarmu."
It runs smoothly now. Many thanks 😊,Ini berjalan lancar sekarang. Terima kasih banyak.
Edit: works fine now.,Sunting: bekerja dengan baik sekarang.
"Ribet. Nunggu email OTP bikin antrean panjang, seharusnya bisa pakai verifikasi bentuk lain.","Ribet. Nunggu email OTP bikin antrean panjang, seharusnya bisa pakai verifikasi lain."
"Nice update,it works again.thanks!","Bagus update, itu bekerja lagi. thanks!"
Fixed all the problems..... Great apps,Memperbaiki semua masalah aplikasi yang bagus.
"Problem has been fixed, and the app is back to good performance as before Thank you, guys!","Masalah telah diperbaiki, dan aplikasi kembali ke kinerja yang baik seperti sebelum Terima kasih, guys!"
Now i can login again. Thx u,Sekarang saya bisa login lagi. Thx u
Sudah bisa login kembali,Sudah bisa login kembali
"Next time you're going to upgrade your system, please make sure the apps showed some messages that the system is still being upgraded, so it won't confuse the user.","Lain kali Anda akan meng-upgrade sistem Anda, pastikan aplikasi menunjukkan beberapa pesan bahwa sistem masih ditingkatkan, sehingga tidak akan membingungkan pengguna."
Awesome,Mengagumkan
Good Apps,Apps yang Baik
Can't login after update....,Tidak dapat login setelah update....
"Sudah berhasil register, tetapi tidak bisa sign in! Coba tolong diperbaiki aplikasinya!","Sudah berhasil register, tetapi tidak bisa sign in! Coba tolong diperbaiki aplikasinya!"
cant send otp through sms so i cant sign up,tidak bisa mengirim otp melalui sms jadi saya tidak bisa mendaftar
Its good for relax and coffee time,Its baik untuk bersantai dan waktu kopi
"Diminta input no ponsel untuk kirim OTP tp saat saya klik ""tidak dapat mengirim OTP"" koneksi jaringan semua baik-baik saja ini bukan Beta kan? Coba di fix kan dulu bug nya.","Diminta input no ponsel untuk kirim OTP tp saat saya klik ""tidak dapat ingirim OTP"" koneksi jaringan semua baik-baik saja ini bukan Beta kan? Coba di fix kan dulu bug nya."
Kok jadi gabisa liat saldo kita ya ?,Kok jadi gabisa liat saldo kita ya?
Oke laaahhhh,Oke laaahhhh
Amazing. I could get better promo by downloading this app.,Menakjubkan. Aku bisa mendapatkan promo yang lebih baik dengan mengunduh aplikasi ini.
"Its usefull, but difficult to login.","Yang berguna, tapi sulit untuk login."
Good,Baik
Awesome,Mengagumkan
"Easier to use, just shake ur phone to payment..😃","Lebih mudah digunakan, hanya kocok ur telepon untuk membayar.."
"One of the benefit of being gold member is having double star day at every 10th of the month, which is the perfect time for Starbucks Goddess to perform maintenance server/force logout and make me unable to login","Salah satu manfaat menjadi anggota emas adalah memiliki hari bintang ganda pada setiap 10 bulan, yang merupakan waktu yang sempurna untuk Starbucks Dewi untuk melakukan perawatan server/force logout dan membuat saya tidak bisa login"
Nice,Bagus
"Newest version broke the app completely. Can't login, when i reset password it failed. One time can login and then hv to make passcode. After entering app said authentication failed. Really frustated with this app. I still have 7 free drinks! Give me what I deserve please..","Versi terbaru melanggar aplikasi sepenuhnya. Tidak dapat login, ketika saya mereset password gagal. Satu kali dapat login dan kemudian hv untuk membuat passcode. Setelah memasuki aplikasi kata otentikasi gagal. Benar-benar penuh dengan aplikasi ini. Aku masih punya 7 minuman gratis! Berikan saya apa yang saya layak silahkan.."
"Can not log in after recent update. Login failed due to wrong email address. How come? I never change my email address. Tried to uninstall-reinstall, but didn't work. I","Tidak dapat log in setelah pemutakhiran baru-baru ini. Login gagal karena alamat email salah. Bagaimana bisa? Aku tidak pernah mengubah alamat emailku. Mencoba untuk uninstall-mengusir, tapi tidak bekerja. Aku..."
Ok good app,Ok aplikasi yang baik
Setelah updated terakhir aplikasi jadi tidak bisa dibuka. Padahal email dan passwordnya sudah sesuai.,Setellah memperbarui terakhir amplicasi jadi ticak bisa dibuka. Palahal email and passwordnya sudah sesuai.
"Udah update, pin nya tetep aja begitu, fill from apa lah itu, hilangkan sistem pin, password aja udah, malah ribet pake pin","Udah update, pin nya tetep aja begitu, isi dari apala itu, hilangkan sitem pin, password aja udah, malah riket pake pin"
"Kode verifikasi hanya bisa dikirim via email, dan emailnya sangat lama sekali baru masuk. Seringnya tidak masuk, begitu direquest lagi berulang2, eeh langsung masuk sekaligus ramai2. Hanya Starbucks yang masih kuno dan ketinggalan jaman gini di saat apps lain sudah bisa login dengan finger print. Sungguh menyulitkan konsumen dan tidak nyaman dipakai.","Kode verifikansi hanya bisa dikirim via email, dan emailnya sangat lama sekali baru masak. Seringnya ticdak masuk, begitu direquest lagi berulang2, eeh langsung masak sekapigus rarai2. Hanya Starbucks yang masih kuno dan ketinggalan jaman di saat apps lain sudah bisa login finger print. Sungguh menyulitkan konsumen dan tikak man dipakai."
Very good 👍👍🤩🤩,Sangat bagus.
Nice,Bagus
"Simple, fast, complete information..","Sederhana, cepat, lengkap informasi.."
"Yes, like others. The input pin is so inconvenient","Ya, seperti orang lain. Pin inputnya sangat tidak nyaman."
"I can't check my real balance and rewards, it always loading in rewards page","Saya tidak bisa memeriksa keseimbangan nyata saya dan hadiah, itu selalu dimuat di halaman hadiah"
Aplikasi nya stuck. Punya id gbsa log in.,Aplikasi nya terjebak. Pinya id gbsa log masuk
Too many updates,Terlalu banyak pemutakhiran
Its sucks always required update and always sign out and the link to reset passwords is keep on eror fix this come on!,Yang menyebalkan selalu diperlukan update dan selalu sign out dan link untuk mereset password tetap pada eror memperbaiki ini ayolah!
"I cant type the OTP code. It always repeat n repeat, so I cant login into the app","Aku tidak bisa mengetik kode OTP. Selalu diulangi, jadi aku tak bisa login ke aplikasi"
"Awesome....,splendid","Mengagumkan..., diplendid"
"The input pin is very annoying. Because when you type 1 digit the keyboard suddenly hidden, and you need to click the input again to show the virtual keyboard in your phone, and that happens on every column, so you type 6 pin plus clicking the 5 column = 11 steps. Everything is normal tho, I mean standard (in a good terms). I have experienced developing mobile apps, and the issue like this should be quite easy to fixed.","Pin inputnya sangat mengganggu. Karena ketika Anda mengetik 1 digit keyboard tiba-tiba tersembunyi, dan Anda perlu klik masukan lagi untuk menampilkan keyboard virtual di telepon Anda, dan itu terjadi pada setiap kolom, sehingga Anda mengetik 6 pin ditambah mengklik 5 kolom = 11 langkah. Semuanya normal, maksudku standar (dalam istilah yang baik). Saya telah mengalami pengembangan aplikasi ponsel, dan masalah seperti ini seharusnya cukup mudah untuk diperbaiki."
Prompt reply from starbucks,Jawaban mendadak dari starbucks
turn off auto fill for passcode pin!!,matikan isi otomatis untuk pin passcode!!
Good,Baik
"Since the last update the password form becomes really hard to fill in (6 digits, keyboard closing n hard to reopen in every digit). Not good when you're about to pay and people are lining up behind you.","Sejak pemutakhiran terakhir bentuk sandi menjadi sangat sulit diisi (6 digit, papan tik menutup n sulit untuk dibuka kembali di setiap digit). Tidak baik ketika Anda akan membayar dan orang-orang berbaris di belakang Anda."
I just need to check and fill my Starbucks card in this apo..it notifies promos and give u rewards(if u have a sbux card)..anyway it is very handy to have!😃,"Aku hanya perlu memeriksa dan mengisi kartu Starbucks saya dalam apo..it mengumumkan promos dan memberikan u hadiah, jika kau memiliki kartu sbux). Bagaimanapun itu sangat berguna untuk memiliki!"
"Unable to type otp code, after typing one digit, the keyboard disappeared, please fix this","Tidak dapat mengetik kode otp, setelah mengetik satu digit, keyboard menghilang, tolong perbaiki ini"
Very usefull and helpfull..,Sangat berguna dan membantu..
"Password to much number,abjad n symbol make me confuse","Kata sandi ke banyak nomor,abjad n simbol membuat saya bingung"
Star 5,Bintang 5
Effective use,Penggunaan efektif
"Such, just at the time i want use, it's asking for update and it's mandatory","Seperti, hanya pada saat saya ingin menggunakan, itu meminta update dan itu wajib"
Great,Bagus.
Amazing app,App yang luar biasa
Tidak bisa lihat history pemakaian. Hati2 kalau bayar. Cek apakah nilai transaksi udah bener.,Tidak bisa lihat history pemakaian. Hati2 kalau bayar. Cek apakah nilai transaksi udah bener.
"I like the new version, the looks are better than the previous. Especially now we can top-up balance for Rp50K toooo!!!","Saya suka versi baru, terlihat lebih baik daripada sebelumnya. Terutama sekarang kita dapat top-up keseimbangan untuk Rp50K tooooo!!!"
Trying so hard for set the password!!!,Mencoba keras untuk mengatur password!!!!
"Can't sign up, the app always crash.","Tidak bisa mendaftar, aplikasi selalu crash."
Did not work. Time to move on to another coffee source?? What a MESS of an upgrade!!,Tidak berhasil. Waktu untuk pindah ke sumber kopi lain? Benar-benar peningkatan yang hebat!!
I can not open the app with my galaxy note3,Aku tidak bisa membuka aplikasi dengan catatan galaksi saya 3
"Setiap buka aplikasi nya, harus log in dlu begitu di kirim otp dari email autofill nya lama banget jadi ga masuk2 ke aplikasi, padahal ga log out tp ke log out sendiri password udah bener selalu salah !!","Setiap buka aplicasi nya, harus log in dlu begitu di kirim otp dari emailfill nya lala banget jadi ga masuk2 aplicasi, palahal ga log out tp ke log out sensiri password udah bener selalu salah!!"
